Loading tokenizer and model (this may take a while)...
Read 10000 train records
Building ORPO-style datasets (creating synthetic 'rejected' responses)...
Starting training...
{'loss': 2.6092, 'grad_norm': 1.1636658906936646, 'learning_rate': 1.9928e-05, 'rewards/chosen': -0.8355883359909058, 'rewards/rejected': -1.069198727607727, 'rewards/accuracies': 0.675000011920929, 'rewards/margins': 0.23361027240753174, 'logps/rejected': -10.691987037658691, 'logps/chosen': -8.355884552001953, 'logits/rejected': 0.5487064123153687, 'logits/chosen': 0.5444585680961609, 'nll_loss': 2.4972660541534424, 'log_odds_ratio': -1.11929452419281, 'log_odds_chosen': 2.337411880493164, 'epoch': 0.0}
{'loss': 1.9125, 'grad_norm': 0.833428680896759, 'learning_rate': 1.5928e-05, 'rewards/chosen': -0.15139611065387726, 'rewards/rejected': -0.5310161709785461, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.3796200752258301, 'logps/rejected': -5.310161590576172, 'logps/chosen': -1.5139609575271606, 'logits/rejected': 0.3608141839504242, 'logits/chosen': 0.32342296838760376, 'nll_loss': 1.903912901878357, 'log_odds_ratio': -0.08563131839036942, 'log_odds_chosen': 4.326494216918945, 'epoch': 0.2}
{'loss': 1.9882, 'grad_norm': 0.6666691899299622, 'learning_rate': 1.5848e-05, 'rewards/chosen': -0.14642822742462158, 'rewards/rejected': -0.593378484249115, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.4469502568244934, 'logps/rejected': -5.933785438537598, 'logps/chosen': -1.4642822742462158, 'logits/rejected': 0.5402897000312805, 'logits/chosen': 0.5187575221061707, 'nll_loss': 1.9818766117095947, 'log_odds_ratio': -0.06362087279558182, 'log_odds_chosen': 5.1125688552856445, 'epoch': 0.21}
{'loss': 2.0038, 'grad_norm': 0.7180070877075195, 'learning_rate': 1.5768000000000002e-05, 'rewards/chosen': -0.1366264522075653, 'rewards/rejected': -0.596072793006897, 'rewards/accuracies': 1.0, 'rewards/margins': 0.45944637060165405, 'logps/rejected': -5.960727214813232, 'logps/chosen': -1.3662643432617188, 'logits/rejected': 0.4218200147151947, 'logits/chosen': 0.39440280199050903, 'nll_loss': 2.0005335807800293, 'log_odds_ratio': -0.032972849905490875, 'log_odds_chosen': 5.1739397048950195, 'epoch': 0.21}
{'loss': 1.9483, 'grad_norm': 0.7190231084823608, 'learning_rate': 1.5688e-05, 'rewards/chosen': -0.1574784815311432, 'rewards/rejected': -0.6387244462966919, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.4812459349632263, 'logps/rejected': -6.387244701385498, 'logps/chosen': -1.574784755706787, 'logits/rejected': 0.26231569051742554, 'logits/chosen': 0.23499123752117157, 'nll_loss': 1.942926049232483, 'log_odds_ratio': -0.05337495729327202, 'log_odds_chosen': 5.333564281463623, 'epoch': 0.22}
{'loss': 1.8977, 'grad_norm': 0.6526305675506592, 'learning_rate': 1.5608e-05, 'rewards/chosen': -0.14746145904064178, 'rewards/rejected': -0.6228047013282776, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.4753432273864746, 'logps/rejected': -6.2280473709106445, 'logps/chosen': -1.4746143817901611, 'logits/rejected': 0.2713083028793335, 'logits/chosen': 0.24360914528369904, 'nll_loss': 1.8822047710418701, 'log_odds_ratio': -0.15517643094062805, 'log_odds_chosen': 5.260753631591797, 'epoch': 0.22}
{'loss': 1.9111, 'grad_norm': 1.1081809997558594, 'learning_rate': 1.5528e-05, 'rewards/chosen': -0.19865013659000397, 'rewards/rejected': -0.5408748388290405, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.342224657535553, 'logps/rejected': -5.408747673034668, 'logps/chosen': -1.9865014553070068, 'logits/rejected': 0.22890210151672363, 'logits/chosen': 0.19695600867271423, 'nll_loss': 1.8890438079833984, 'log_odds_ratio': -0.22008264064788818, 'log_odds_chosen': 3.7189126014709473, 'epoch': 0.22}
{'loss': 2.0066, 'grad_norm': 1.1248759031295776, 'learning_rate': 1.5448000000000002e-05, 'rewards/chosen': -0.12815749645233154, 'rewards/rejected': -0.5812411308288574, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4530836045742035, 'logps/rejected': -5.812410831451416, 'logps/chosen': -1.2815749645233154, 'logits/rejected': 0.3282882273197174, 'logits/chosen': 0.3005799353122711, 'nll_loss': 2.002699136734009, 'log_odds_ratio': -0.03883396089076996, 'log_odds_chosen': 5.170507907867432, 'epoch': 0.23}
{'loss': 1.9524, 'grad_norm': 0.7819430232048035, 'learning_rate': 1.5368e-05, 'rewards/chosen': -0.10264333337545395, 'rewards/rejected': -0.5532532930374146, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4506099224090576, 'logps/rejected': -5.532532691955566, 'logps/chosen': -1.0264333486557007, 'logits/rejected': 0.4099913537502289, 'logits/chosen': 0.390318900346756, 'nll_loss': 1.949607491493225, 'log_odds_ratio': -0.02754262648522854, 'log_odds_chosen': 5.2264790534973145, 'epoch': 0.23}
{'loss': 1.9571, 'grad_norm': 0.6818988919258118, 'learning_rate': 1.5288e-05, 'rewards/chosen': -0.11354567110538483, 'rewards/rejected': -0.5671965479850769, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 0.45365089178085327, 'logps/rejected': -5.671965599060059, 'logps/chosen': -1.1354564428329468, 'logits/rejected': 0.2919809818267822, 'logits/chosen': 0.283360093832016, 'nll_loss': 1.9427467584609985, 'log_odds_ratio': -0.14328747987747192, 'log_odds_chosen': 5.517503261566162, 'epoch': 0.24}
{'loss': 1.8385, 'grad_norm': 0.6434085369110107, 'learning_rate': 1.5208e-05, 'rewards/chosen': -0.10528109967708588, 'rewards/rejected': -0.6143248677253723, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5090437531471252, 'logps/rejected': -6.143248558044434, 'logps/chosen': -1.0528109073638916, 'logits/rejected': 0.18904152512550354, 'logits/chosen': 0.1573021113872528, 'nll_loss': 1.8339264392852783, 'log_odds_ratio': -0.04575400799512863, 'log_odds_chosen': 5.836744785308838, 'epoch': 0.24}
{'loss': 1.9896, 'grad_norm': 0.7335944771766663, 'learning_rate': 1.5128e-05, 'rewards/chosen': -0.12811677157878876, 'rewards/rejected': -0.5851004719734192, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4569837152957916, 'logps/rejected': -5.851004600524902, 'logps/chosen': -1.2811676263809204, 'logits/rejected': 0.42008352279663086, 'logits/chosen': 0.39977988600730896, 'nll_loss': 1.9857120513916016, 'log_odds_ratio': -0.03905169293284416, 'log_odds_chosen': 5.193713665008545, 'epoch': 0.24}
{'loss': 1.7686, 'grad_norm': 0.9081233739852905, 'learning_rate': 1.5048e-05, 'rewards/chosen': -0.1091596931219101, 'rewards/rejected': -0.5731856226921082, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4640258848667145, 'logps/rejected': -5.731855869293213, 'logps/chosen': -1.0915968418121338, 'logits/rejected': 0.1815052032470703, 'logits/chosen': 0.15240417420864105, 'nll_loss': 1.7656091451644897, 'log_odds_ratio': -0.029894879087805748, 'log_odds_chosen': 5.273925304412842, 'epoch': 0.25}
{'loss': 1.8656, 'grad_norm': 0.6102337837219238, 'learning_rate': 1.4968e-05, 'rewards/chosen': -0.12721438705921173, 'rewards/rejected': -0.56982421875, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.44260984659194946, 'logps/rejected': -5.6982421875, 'logps/chosen': -1.272143840789795, 'logits/rejected': 0.1279263198375702, 'logits/chosen': 0.08414701372385025, 'nll_loss': 1.8483766317367554, 'log_odds_ratio': -0.17242535948753357, 'log_odds_chosen': 5.235156536102295, 'epoch': 0.25}
{'loss': 1.9303, 'grad_norm': 0.7075313925743103, 'learning_rate': 1.4888e-05, 'rewards/chosen': -0.11220686137676239, 'rewards/rejected': -0.5455317497253418, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4333249032497406, 'logps/rejected': -5.455317497253418, 'logps/chosen': -1.1220685243606567, 'logits/rejected': 0.34117820858955383, 'logits/chosen': 0.3177805542945862, 'nll_loss': 1.9281212091445923, 'log_odds_ratio': -0.02203987166285515, 'log_odds_chosen': 5.0644917488098145, 'epoch': 0.26}
{'loss': 1.8808, 'grad_norm': 0.6208178400993347, 'learning_rate': 1.4808e-05, 'rewards/chosen': -0.15103226900100708, 'rewards/rejected': -0.5507300496101379, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.3996977210044861, 'logps/rejected': -5.507299900054932, 'logps/chosen': -1.5103228092193604, 'logits/rejected': 0.23522844910621643, 'logits/chosen': 0.21425405144691467, 'nll_loss': 1.867841124534607, 'log_odds_ratio': -0.13004548847675323, 'log_odds_chosen': 4.5968122482299805, 'epoch': 0.26}
{'loss': 1.9094, 'grad_norm': 0.70976722240448, 'learning_rate': 1.4728000000000002e-05, 'rewards/chosen': -0.13797029852867126, 'rewards/rejected': -0.6146533489227295, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4766830503940582, 'logps/rejected': -6.146533012390137, 'logps/chosen': -1.3797029256820679, 'logits/rejected': 0.2545698285102844, 'logits/chosen': 0.22658339142799377, 'nll_loss': 1.9026572704315186, 'log_odds_ratio': -0.06723184138536453, 'log_odds_chosen': 5.405407905578613, 'epoch': 0.26}
{'loss': 1.983, 'grad_norm': 0.8182904124259949, 'learning_rate': 1.4648000000000003e-05, 'rewards/chosen': -0.12299783527851105, 'rewards/rejected': -0.5948212146759033, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.4718232750892639, 'logps/rejected': -5.948211669921875, 'logps/chosen': -1.2299782037734985, 'logits/rejected': 0.31369227170944214, 'logits/chosen': 0.2805803418159485, 'nll_loss': 1.9730689525604248, 'log_odds_ratio': -0.09910546243190765, 'log_odds_chosen': 5.442630290985107, 'epoch': 0.27}
{'loss': 2.0346, 'grad_norm': 2.1651265621185303, 'learning_rate': 1.4568000000000002e-05, 'rewards/chosen': -0.18122068047523499, 'rewards/rejected': -0.5988150835037231, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.4175943434238434, 'logps/rejected': -5.988150119781494, 'logps/chosen': -1.8122068643569946, 'logits/rejected': 0.30845433473587036, 'logits/chosen': 0.2824367880821228, 'nll_loss': 2.0263113975524902, 'log_odds_ratio': -0.08289619535207748, 'log_odds_chosen': 4.783724784851074, 'epoch': 0.27}
{'loss': 1.917, 'grad_norm': 1.0112007856369019, 'learning_rate': 1.4488000000000003e-05, 'rewards/chosen': -0.14584772288799286, 'rewards/rejected': -0.5887089967727661, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.4428612291812897, 'logps/rejected': -5.887089729309082, 'logps/chosen': -1.4584770202636719, 'logits/rejected': 0.30659574270248413, 'logits/chosen': 0.28423213958740234, 'nll_loss': 1.9050906896591187, 'log_odds_ratio': -0.11927121877670288, 'log_odds_chosen': 5.024865627288818, 'epoch': 0.28}
{'loss': 1.9079, 'grad_norm': 0.8841848373413086, 'learning_rate': 1.4408000000000002e-05, 'rewards/chosen': -0.15648368000984192, 'rewards/rejected': -0.6312448382377625, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4747612476348877, 'logps/rejected': -6.312448978424072, 'logps/chosen': -1.5648367404937744, 'logits/rejected': 0.26801761984825134, 'logits/chosen': 0.2615545690059662, 'nll_loss': 1.9026998281478882, 'log_odds_ratio': -0.05152593180537224, 'log_odds_chosen': 5.336658000946045, 'epoch': 0.28}
{'loss': 1.9591, 'grad_norm': 0.7528182864189148, 'learning_rate': 1.4328000000000002e-05, 'rewards/chosen': -0.1280135214328766, 'rewards/rejected': -0.5694898366928101, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.44147634506225586, 'logps/rejected': -5.694899559020996, 'logps/chosen': -1.2801352739334106, 'logits/rejected': 0.4561634957790375, 'logits/chosen': 0.4354511797428131, 'nll_loss': 1.9523143768310547, 'log_odds_ratio': -0.06778035312891006, 'log_odds_chosen': 5.071122169494629, 'epoch': 0.28}
{'loss': 1.9849, 'grad_norm': 0.7491549253463745, 'learning_rate': 1.4248000000000001e-05, 'rewards/chosen': -0.14073707163333893, 'rewards/rejected': -0.5941798090934753, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4534427225589752, 'logps/rejected': -5.941797733306885, 'logps/chosen': -1.407370686531067, 'logits/rejected': 0.4075416028499603, 'logits/chosen': 0.386127769947052, 'nll_loss': 1.9812486171722412, 'log_odds_ratio': -0.03654880449175835, 'log_odds_chosen': 5.231274604797363, 'epoch': 0.29}
{'loss': 1.9762, 'grad_norm': 0.7160499095916748, 'learning_rate': 1.4168000000000002e-05, 'rewards/chosen': -0.1204545870423317, 'rewards/rejected': -0.581382155418396, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4609276354312897, 'logps/rejected': -5.813821315765381, 'logps/chosen': -1.2045458555221558, 'logits/rejected': 0.23493731021881104, 'logits/chosen': 0.20322561264038086, 'nll_loss': 1.9708048105239868, 'log_odds_ratio': -0.05409397929906845, 'log_odds_chosen': 5.366745948791504, 'epoch': 0.29}
{'loss': 1.896, 'grad_norm': 0.6461524963378906, 'learning_rate': 1.4088000000000001e-05, 'rewards/chosen': -0.1291033774614334, 'rewards/rejected': -0.6301605105400085, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5010572075843811, 'logps/rejected': -6.301606178283691, 'logps/chosen': -1.2910338640213013, 'logits/rejected': 0.2759426236152649, 'logits/chosen': 0.25373581051826477, 'nll_loss': 1.892978310585022, 'log_odds_ratio': -0.030534502118825912, 'log_odds_chosen': 5.689541816711426, 'epoch': 0.3}
{'loss': 2.0399, 'grad_norm': 0.6938621401786804, 'learning_rate': 1.4008000000000002e-05, 'rewards/chosen': -0.13038557767868042, 'rewards/rejected': -0.556405782699585, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.42602014541625977, 'logps/rejected': -5.56405782699585, 'logps/chosen': -1.3038558959960938, 'logits/rejected': 0.13854673504829407, 'logits/chosen': 0.10391759872436523, 'nll_loss': 2.028493642807007, 'log_odds_ratio': -0.11455877870321274, 'log_odds_chosen': 5.1308088302612305, 'epoch': 0.3}
{'loss': 1.9619, 'grad_norm': 1.0029319524765015, 'learning_rate': 1.3928000000000001e-05, 'rewards/chosen': -0.1708889901638031, 'rewards/rejected': -0.5868583917617798, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4159693717956543, 'logps/rejected': -5.868583679199219, 'logps/chosen': -1.7088897228240967, 'logits/rejected': 0.306735098361969, 'logits/chosen': 0.28048378229141235, 'nll_loss': 1.955219030380249, 'log_odds_ratio': -0.06709514558315277, 'log_odds_chosen': 4.7475175857543945, 'epoch': 0.3}
{'loss': 1.9912, 'grad_norm': 0.8141586780548096, 'learning_rate': 1.3848000000000002e-05, 'rewards/chosen': -0.1414184421300888, 'rewards/rejected': -0.6173190474510193, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.4759005904197693, 'logps/rejected': -6.173191070556641, 'logps/chosen': -1.414184331893921, 'logits/rejected': 0.34450390934944153, 'logits/chosen': 0.3219187259674072, 'nll_loss': 1.984488844871521, 'log_odds_ratio': -0.06721191108226776, 'log_odds_chosen': 5.386786460876465, 'epoch': 0.31}
{'loss': 1.9226, 'grad_norm': 0.7173163890838623, 'learning_rate': 1.3768000000000001e-05, 'rewards/chosen': -0.1149773970246315, 'rewards/rejected': -0.585124135017395, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.47014671564102173, 'logps/rejected': -5.851241111755371, 'logps/chosen': -1.1497738361358643, 'logits/rejected': 0.2678371071815491, 'logits/chosen': 0.23644980788230896, 'nll_loss': 1.9187994003295898, 'log_odds_ratio': -0.037817228585481644, 'log_odds_chosen': 5.470454216003418, 'epoch': 0.31}
{'loss': 1.9017, 'grad_norm': 0.755612850189209, 'learning_rate': 1.3688000000000002e-05, 'rewards/chosen': -0.13632795214653015, 'rewards/rejected': -0.6382716298103333, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.5019436478614807, 'logps/rejected': -6.382716178894043, 'logps/chosen': -1.3632794618606567, 'logits/rejected': 0.21219082176685333, 'logits/chosen': 0.18573017418384552, 'nll_loss': 1.8938426971435547, 'log_odds_ratio': -0.07899607717990875, 'log_odds_chosen': 5.779248237609863, 'epoch': 0.32}
{'loss': 1.9393, 'grad_norm': 7.671753406524658, 'learning_rate': 1.3608e-05, 'rewards/chosen': -0.12514087557792664, 'rewards/rejected': -0.5624470710754395, 'rewards/accuracies': 1.0, 'rewards/margins': 0.43730616569519043, 'logps/rejected': -5.6244707107543945, 'logps/chosen': -1.2514088153839111, 'logits/rejected': 0.23727373778820038, 'logits/chosen': 0.19802269339561462, 'nll_loss': 1.9345424175262451, 'log_odds_ratio': -0.04776280000805855, 'log_odds_chosen': 4.954040050506592, 'epoch': 0.32}
{'loss': 1.925, 'grad_norm': 0.7852774262428284, 'learning_rate': 1.3528000000000002e-05, 'rewards/chosen': -0.1450275182723999, 'rewards/rejected': -0.5732265710830688, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.42819899320602417, 'logps/rejected': -5.732265472412109, 'logps/chosen': -1.450275182723999, 'logits/rejected': 0.18271364271640778, 'logits/chosen': 0.1563049852848053, 'nll_loss': 1.9155763387680054, 'log_odds_ratio': -0.0937531515955925, 'log_odds_chosen': 4.9006757736206055, 'epoch': 0.32}
{'loss': 1.9757, 'grad_norm': 0.7586764693260193, 'learning_rate': 1.3448e-05, 'rewards/chosen': -0.10949543863534927, 'rewards/rejected': -0.566283106803894, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4567875862121582, 'logps/rejected': -5.662830829620361, 'logps/chosen': -1.0949543714523315, 'logits/rejected': 0.2818451523780823, 'logits/chosen': 0.26058438420295715, 'nll_loss': 1.970884919166565, 'log_odds_ratio': -0.048153288662433624, 'log_odds_chosen': 5.318567276000977, 'epoch': 0.33}
{'loss': 1.9681, 'grad_norm': 0.894778847694397, 'learning_rate': 1.3368000000000001e-05, 'rewards/chosen': -0.10062602907419205, 'rewards/rejected': -0.57761549949646, 'rewards/accuracies': 1.0, 'rewards/margins': 0.47698941826820374, 'logps/rejected': -5.776154518127441, 'logps/chosen': -1.0062602758407593, 'logits/rejected': 0.21894435584545135, 'logits/chosen': 0.18258360028266907, 'nll_loss': 1.9652948379516602, 'log_odds_ratio': -0.027799054980278015, 'log_odds_chosen': 5.5790886878967285, 'epoch': 0.33}
{'loss': 1.8698, 'grad_norm': 0.7200697660446167, 'learning_rate': 1.3288e-05, 'rewards/chosen': -0.13457994163036346, 'rewards/rejected': -0.6238247156143188, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.4892447888851166, 'logps/rejected': -6.238246917724609, 'logps/chosen': -1.3457993268966675, 'logits/rejected': 0.09470139443874359, 'logits/chosen': 0.07563566416501999, 'nll_loss': 1.8625376224517822, 'log_odds_ratio': -0.07286267727613449, 'log_odds_chosen': 5.676732063293457, 'epoch': 0.34}
{'loss': 1.8853, 'grad_norm': 0.7404226660728455, 'learning_rate': 1.3208000000000001e-05, 'rewards/chosen': -0.14084726572036743, 'rewards/rejected': -0.5955915451049805, 'rewards/accuracies': 1.0, 'rewards/margins': 0.45474427938461304, 'logps/rejected': -5.955915927886963, 'logps/chosen': -1.4084726572036743, 'logits/rejected': 0.12129540741443634, 'logits/chosen': 0.1003650650382042, 'nll_loss': 1.8817551136016846, 'log_odds_ratio': -0.03557056933641434, 'log_odds_chosen': 5.050013065338135, 'epoch': 0.34}
{'loss': 1.9711, 'grad_norm': 0.8417816758155823, 'learning_rate': 1.3128e-05, 'rewards/chosen': -0.1183883547782898, 'rewards/rejected': -0.5657724142074585, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4473840296268463, 'logps/rejected': -5.657723426818848, 'logps/chosen': -1.183883547782898, 'logits/rejected': 0.33978110551834106, 'logits/chosen': 0.31712183356285095, 'nll_loss': 1.968177080154419, 'log_odds_ratio': -0.029245879501104355, 'log_odds_chosen': 5.10275936126709, 'epoch': 0.34}
{'loss': 1.9908, 'grad_norm': 0.7881937026977539, 'learning_rate': 1.3048000000000001e-05, 'rewards/chosen': -0.1374824196100235, 'rewards/rejected': -0.6042831540107727, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4668007493019104, 'logps/rejected': -6.0428314208984375, 'logps/chosen': -1.374824047088623, 'logits/rejected': 0.12289812415838242, 'logits/chosen': 0.10549236834049225, 'nll_loss': 1.9869301319122314, 'log_odds_ratio': -0.039109062403440475, 'log_odds_chosen': 5.2523651123046875, 'epoch': 0.35}
{'loss': 1.8266, 'grad_norm': 0.6836060881614685, 'learning_rate': 1.2968e-05, 'rewards/chosen': -0.12374957650899887, 'rewards/rejected': -0.6390989422798157, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 0.5153494477272034, 'logps/rejected': -6.390988826751709, 'logps/chosen': -1.23749577999115, 'logits/rejected': 0.2166876345872879, 'logits/chosen': 0.18842759728431702, 'nll_loss': 1.817251205444336, 'log_odds_ratio': -0.09346561133861542, 'log_odds_chosen': 6.020603656768799, 'epoch': 0.35}
{'loss': 1.8833, 'grad_norm': 0.9633600115776062, 'learning_rate': 1.2888000000000001e-05, 'rewards/chosen': -0.12786069512367249, 'rewards/rejected': -0.6655329465866089, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5376722812652588, 'logps/rejected': -6.655329704284668, 'logps/chosen': -1.27860689163208, 'logits/rejected': 0.20110082626342773, 'logits/chosen': 0.1808243989944458, 'nll_loss': 1.8797581195831299, 'log_odds_ratio': -0.035129982978105545, 'log_odds_chosen': 6.100157260894775, 'epoch': 0.36}
{'loss': 1.8871, 'grad_norm': 0.7300894260406494, 'learning_rate': 1.2808e-05, 'rewards/chosen': -0.11329108476638794, 'rewards/rejected': -0.6579826474189758, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5446915030479431, 'logps/rejected': -6.579826354980469, 'logps/chosen': -1.1329107284545898, 'logits/rejected': 0.14917497336864471, 'logits/chosen': 0.13054756820201874, 'nll_loss': 1.8858425617218018, 'log_odds_ratio': -0.012971985153853893, 'log_odds_chosen': 6.122687339782715, 'epoch': 0.36}
{'loss': 1.9614, 'grad_norm': 0.8941550254821777, 'learning_rate': 1.2728e-05, 'rewards/chosen': -0.13763427734375, 'rewards/rejected': -0.5431141257286072, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.4054798185825348, 'logps/rejected': -5.431141376495361, 'logps/chosen': -1.3763428926467896, 'logits/rejected': 0.24224069714546204, 'logits/chosen': 0.23249323666095734, 'nll_loss': 1.947629690170288, 'log_odds_ratio': -0.1381402462720871, 'log_odds_chosen': 4.616771697998047, 'epoch': 0.36}
{'loss': 1.8872, 'grad_norm': 1.0907210111618042, 'learning_rate': 1.2648e-05, 'rewards/chosen': -0.1146598607301712, 'rewards/rejected': -0.5907770991325378, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4761173129081726, 'logps/rejected': -5.907771587371826, 'logps/chosen': -1.1465985774993896, 'logits/rejected': 0.2157544642686844, 'logits/chosen': 0.19645501673221588, 'nll_loss': 1.8827073574066162, 'log_odds_ratio': -0.04523616284132004, 'log_odds_chosen': 5.3766679763793945, 'epoch': 0.37}
{'loss': 1.9441, 'grad_norm': 0.7606106400489807, 'learning_rate': 1.2568e-05, 'rewards/chosen': -0.11530407518148422, 'rewards/rejected': -0.6235359311103821, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5082318782806396, 'logps/rejected': -6.2353596687316895, 'logps/chosen': -1.153040885925293, 'logits/rejected': 0.20636868476867676, 'logits/chosen': 0.15772448480129242, 'nll_loss': 1.941884994506836, 'log_odds_ratio': -0.02198694460093975, 'log_odds_chosen': 5.747568130493164, 'epoch': 0.37}
{'loss': 2.0667, 'grad_norm': 1.006678581237793, 'learning_rate': 1.2488e-05, 'rewards/chosen': -0.13731925189495087, 'rewards/rejected': -0.5814165472984314, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.4440974295139313, 'logps/rejected': -5.814166069030762, 'logps/chosen': -1.373192548751831, 'logits/rejected': 0.18443381786346436, 'logits/chosen': 0.1581549197435379, 'nll_loss': 2.06162691116333, 'log_odds_ratio': -0.050925612449645996, 'log_odds_chosen': 5.174624443054199, 'epoch': 0.38}
{'loss': 1.7938, 'grad_norm': 0.7109604477882385, 'learning_rate': 1.2408e-05, 'rewards/chosen': -0.14129875600337982, 'rewards/rejected': -0.5634296536445618, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.42213091254234314, 'logps/rejected': -5.6342973709106445, 'logps/chosen': -1.412987470626831, 'logits/rejected': 0.06391014158725739, 'logits/chosen': 0.0314335934817791, 'nll_loss': 1.7866058349609375, 'log_odds_ratio': -0.07176106423139572, 'log_odds_chosen': 4.823918342590332, 'epoch': 0.38}
{'loss': 1.9435, 'grad_norm': 0.6690227389335632, 'learning_rate': 1.2328e-05, 'rewards/chosen': -0.12143588066101074, 'rewards/rejected': -0.6142644882202148, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4928286671638489, 'logps/rejected': -6.142645359039307, 'logps/chosen': -1.2143588066101074, 'logits/rejected': 0.25262805819511414, 'logits/chosen': 0.22926673293113708, 'nll_loss': 1.9381500482559204, 'log_odds_ratio': -0.053783584386110306, 'log_odds_chosen': 5.588274955749512, 'epoch': 0.38}
{'loss': 1.9975, 'grad_norm': 0.7782577872276306, 'learning_rate': 1.2248000000000002e-05, 'rewards/chosen': -0.14113035798072815, 'rewards/rejected': -0.5773375630378723, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.43620720505714417, 'logps/rejected': -5.773375511169434, 'logps/chosen': -1.4113037586212158, 'logits/rejected': 0.14756432175636292, 'logits/chosen': 0.12809933722019196, 'nll_loss': 1.984702706336975, 'log_odds_ratio': -0.12757275998592377, 'log_odds_chosen': 4.941049098968506, 'epoch': 0.39}
{'loss': 1.9627, 'grad_norm': 0.8290324807167053, 'learning_rate': 1.2168000000000003e-05, 'rewards/chosen': -0.1372891068458557, 'rewards/rejected': -0.5756955742835999, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.43840640783309937, 'logps/rejected': -5.756955146789551, 'logps/chosen': -1.3728909492492676, 'logits/rejected': 0.13975979387760162, 'logits/chosen': 0.115670345723629, 'nll_loss': 1.9512670040130615, 'log_odds_ratio': -0.11457524448633194, 'log_odds_chosen': 5.1624345779418945, 'epoch': 0.39}
{'loss': 2.0097, 'grad_norm': 1.7412015199661255, 'learning_rate': 1.2088000000000002e-05, 'rewards/chosen': -0.11456525325775146, 'rewards/rejected': -0.5938230156898499, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.479257732629776, 'logps/rejected': -5.938230514526367, 'logps/chosen': -1.1456525325775146, 'logits/rejected': 0.23542240262031555, 'logits/chosen': 0.2020416259765625, 'nll_loss': 2.0037152767181396, 'log_odds_ratio': -0.06029210612177849, 'log_odds_chosen': 5.686434745788574, 'epoch': 0.4}
{'loss': 1.849, 'grad_norm': 1.0830458402633667, 'learning_rate': 1.2008000000000003e-05, 'rewards/chosen': -0.12227027118206024, 'rewards/rejected': -0.5940220355987549, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4717518389225006, 'logps/rejected': -5.940220832824707, 'logps/chosen': -1.2227027416229248, 'logits/rejected': 0.043141163885593414, 'logits/chosen': 0.013767632655799389, 'nll_loss': 1.844484567642212, 'log_odds_ratio': -0.04516468569636345, 'log_odds_chosen': 5.529941558837891, 'epoch': 0.4}
